Libellé du site,Caractéristique du site,Adresse,Complément d'adresse,Lieu dit,Code Postal,Localité,Code INSEE de la commune,Pays
GRASSE LA BLAQUIERE AP,AGENCE POSTALE,AV A COMBATTANTS AFRIQUE NORD,,0,06130,GRASSE,06069,FRANCE
ESCRAGNOLLES AP,AGENCE POSTALE,RD 6085,,0,06460,ESCRAGNOLLES,06058,FRANCE
GRASSE SAINT CLAUDE AP,AGENCE POSTALE,1 CHEMIN DES GARDES,,0,06130,GRASSE,06069,FRANCE
MAGAGNOSC AP,AGENCE POSTALE,129AVENUE AUGUSTE RENOIR,,MAGAGNOSC,06130,GRASSE,06069,FRANCE
ANDON THORENC AP,AGENCE POSTALE,1 AVENUE DU BELVEDERE,,0,06750,ANDON,06003,FRANCE
GRASSE PLASCASSIER AP,AGENCE POSTALE,19 CHEMIN DU SERVAN,MAIRIE ANNEXE GRASSE PLASCASSIER,PLASCASSIER,06130,GRASSE,06069,FRANCE
BREIL SUR ROYA BP,BUREAU DE POSTE,AVENUE DES COMBATTANTS EN AFN,ESPLANADE CHARLES DE GAULLE,0,06540,BREIL SUR ROYA,06023,FRANCE
MENTON,BUREAU CENTRE,COURS GEORGE V,,0,06500,MENTON,06083,FRANCE
MOULINET AP,AGENCE POSTALE,3 BOULEVARD BORRIGLIONE,,0,06380,MOULINET,06086,FRANCE
SAORGE AP,AGENCE POSTALE,RUE CARRERA DE MEDJE,,0,06540,SAORGE,06132,FRANCE
SOSPEL BP,BUREAU DE POSTE,4 AVENUE DES ARCS SUR ARGENS,,0,06380,SOSPEL,06136,FRANCE
LA BRIGUE AP,AGENCE POSTALE,PLACE ST MARTIN,MAIRIE DE LA BRIGUE,0,06430,LA BRIGUE,06162,FRANCE
TENDE BP,BUREAU DE POSTE,107 AVENUE DU 16 SEPTEMBRE 1947,,0,06430,TENDE,06163,FRANCE
FONTAN LPAC AP,AGENCE POSTALE,PLACE DU CENTENAIRE,,0,06540,FONTAN,06062,FRANCE
MOUANS SARTOUX,BUREAU CENTRE,59 ROUTE DE CANNES,,0,06370,MOUANS SARTOUX,06084,FRANCE
PEGOMAS BP,BUREAU DE POSTE,231 AVENUE DE GRASSE,,0,06580,PEGOMAS,06090,FRANCE
LE PLAN DE GRASSE BP,BUREAU DE POSTE,4 AVENUE LOUIS CAUVIN,,LE PLAN DE GRASSE,06130,GRASSE,06069,FRANCE
NICE THIERS,BUREAU CENTRE,21 AVENUE THIERS,,0,06033,NICE CEDEX 1,06088,FRANCE
BOUYON AP,AGENCE POSTALE,12 ROUTE DE BEZAUDUN,,0,06510,BOUYON,06022,FRANCE
LE BROC AP,AGENCE POSTALE,10 Grand Rue,,0,06510,LE BROC,06025,FRANCE
CARROS BP,BUREAU DE POSTE,2 RUE DE L EUSIERE,CENTRE ORGANIQUE,0,06510,CARROS,06033,FRANCE
GATTIERES BP,BUREAU DE POSTE,12 RUE TORRIN GRASSI,,0,06510,GATTIERES,06064,FRANCE
ST LAURENT DU VAR DE GAULLE PAL,BUREAU CENTRE,380 AVENUE DE GAULLE LE MARIANNE,,0,06709,ST LAURENT DU VAR CEDEX,06123,FRANCE
CARROS VILLAGE AP,AGENCE POSTALE,VIEUX VILLAGE,,0,06510,CARROS,06033,FRANCE
SAINT JEANNET AP,AGENCE POSTALE,40 RUE DU VALLON,,0,06640,ST JEANNET,06122,FRANCE
ASCROS AP,AGENCE POSTALE,MONTEE DE SAINTE ANNE,LA MAIRIE,0,06260,ASCROS,06005,FRANCE
BELVEDERE AP,AGENCE POSTALE,1 PLACE COLONEL BALDONI,,0,06450,BELVEDERE,06013,FRANCE
BEUIL AP,AGENCE POSTALE,1 RUE DU COMTE DE BEUIL,,0,06470,BEUIL,06016,FRANCE
LA BOLLENE VESUBIE AP,AGENCE POSTALE,PLACE  DE GAULLE,HOTEL DE VILLE,0,06450,LA BOLLENE VESUBIE,06020,FRANCE
BONSON AP,AGENCE POSTALE,1 PLACE DESIRE SCOFFIER,,0,06830,BONSON,06021,FRANCE
CASTAGNIERS AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,06670,CASTAGNIERS,06034,FRANCE
CLANS AP,AGENCE POSTALE,5 RUE HOTEL DE VILLE,,0,06420,CLANS,06042,FRANCE
ENTRAUNES APC AP,AGENCE POSTALE,LE VILLAGE,,0,06470,ENTRAUNES,06056,FRANCE
GILETTE AP,AGENCE POSTALE,PLACE DOCTEUR MORANI,MAIRIE,0,06830,GILETTE,06066,FRANCE
GUILLAUMES BP,BUREAU DE POSTE,2 PLACE GENERAL DE GAULLE,,0,06470,GUILLAUMES,06071,FRANCE
ISOLA AP,AGENCE POSTALE,2 RUE DU MARTINET,APC,0,06420,ISOLA,06073,FRANCE
LANTOSQUE BP,BUREAU DE POSTE,PLACE DE LA GARE,,0,06450,LANTOSQUE,06074,FRANCE
MALAUSSENE AP,AGENCE POSTALE,3 CARRIERA DE L ESCOLA,,0,06710,MALAUSSENE,06078,FRANCE
LA PENNE AP,AGENCE POSTALE,1 PLACE DE LA MAIRIE,,0,06260,LA PENNE,06093,FRANCE
PUGET THENIERS BP,BUREAU DE POSTE,2 PLACE GENERAL DE GAULLE,,0,06260,PUGET THENIERS,06099,FRANCE
RIGAUD AP,AGENCE POSTALE,PLACE YVAN FERAUD,,0,06260,RIGAUD,06101,FRANCE
ROQUEBILLIERE BP,BUREAU DE POSTE,17 AV PHILIPPE CORNIGLION MOLINIER,,0,06450,ROQUEBILLIERE,06103,FRANCE
ROQUESTERON AP,AGENCE POSTALE,11 BOULEVARD GEORGES SALVAGO,,0,06910,ROQUESTERON,06106,FRANCE
SAINT BLAISE AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,06670,ST BLAISE,06117,FRANCE
SAINT ETIENNE DE TINEE BP,BUREAU DE POSTE,10 RUE DES COMMUNES DE FRANCE,,0,06660,ST ETIENNE DE TINEE,06120,FRANCE
SAINT MARTIN D ENTRAUNES AP,AGENCE POSTALE,LE VILLAGE,MAIRIE,0,06470,ST MARTIN D ENTRAUNES,06125,FRANCE
SAINT MARTIN DU VAR,BUREAU CENTRE,7 AVENUE PASTEUR,RESIDENCE PASTEUR,0,06670,ST MARTIN DU VAR,06126,FRANCE
SAINT MARTIN VESUBIE BP,BUREAU DE POSTE,AVENUE DE CACQUERAY,,0,06450,ST MARTIN VESUBIE,06127,FRANCE
SAINT SAUVEUR SUR TINEE BP,BUREAU DE POSTE,1 RUE BLANQUI,,0,06420,ST SAUVEUR SUR TINEE,06129,FRANCE
SIGALE AP,AGENCE POSTALE,6 PLACE DE L EGLISE,,0,06910,SIGALE,06135,FRANCE
TOUET SUR VAR APC AP,AGENCE POSTALE,4300 AVENUE DU GENERAL DE GAULLE,,0,06710,TOUET SUR VAR,06143,FRANCE
LA TOUR AP,AGENCE POSTALE,RUE PRINCIPALE,MAIRIE,0,06420,LA TOUR,06144,FRANCE
UTELLE AP,AGENCE POSTALE,PLACE DE LA REPUBLIQUE,,0,06450,UTELLE,06151,FRANCE
VALDEBLORE APC AP,AGENCE POSTALE,RUE CENTRALE,PLACE DE LA POSTE,LA BOLLINE,06420,VALDEBLORE,06153,FRANCE
VILLARS SUR VAR AP,AGENCE POSTALE,1 PLACE LOUIS ET VICTOR ROBINI,MAIRIE,0,06710,VILLARS SUR VAR,06158,FRANCE
ST ETIENNE DE TINEE AURON AP,AGENCE POSTALE,PLACE D AURON,IMMEUBLE LA RUADE,0,06660,ST ETIENNE DE TINEE,06120,FRANCE
PEONE AP,AGENCE POSTALE,28 PLACE THOMAS GUERIN,,0,06470,PEONE,06094,FRANCE
ISOLA 2000 AP,AGENCE POSTALE,IMMEUBLE LOMBARDE,MAIRIE ANNEXE D ISOLA 2000,0,06420,ISOLA,06073,FRANCE
ST DALMAS LE SELVAGE AP,AGENCE POSTALE,ST DALMAS LE SELVAGE,OFFICE DE TOURISME,0,06660,ST DALMAS LE SELVAGE,06119,FRANCE
SAINT JEAN AP,AGENCE POSTALE,PLACE CLAUDE DAMIANO,HOTEL DE VILLE,0,06450,UTELLE,06151,FRANCE
VALBERG AP,AGENCE POSTALE,4 PLACE CHARLES GINESY,CENTRE ADMINISTRATIF VALBERG,VALBERG,06470,PEONE,06094,FRANCE
PLAN DU VAR AP,AGENCE POSTALE,197 AVENUE DE LA PORTE DES ALPES,,0,06670,LEVENS,06075,FRANCE
ASPREMONT AP,AGENCE POSTALE,7 AVENUE GASPARD CLERISSI,,0,06790,ASPREMONT,06006,FRANCE
BENDEJUN AP,AGENCE POSTALE,1 PLACE RAIBERTI,MAIRIE,0,06390,BENDEJUN,06014,FRANCE
BERRE LES ALPES AP,AGENCE POSTALE,39 AVENUE PAUL GRANET,,0,06390,BERRE LES ALPES,06015,FRANCE
BLAUSASC AP,AGENCE POSTALE,45 ROUTE DEPARTEMENTALE 2204,,0,06440,BLAUSASC,06019,FRANCE
COARAZE AP,AGENCE POSTALE,2 PLACE DU PORTAL,HOTEL DE VILLE,0,06390,COARAZE,06043,FRANCE
CONTES BP,BUREAU DE POSTE,6 RUE MARIUS PENCENAT,,0,06390,CONTES,06048,FRANCE
DRAP AP,AGENCE POSTALE,38 AVENUE JEAN MOULIN,,0,06340,DRAP,06054,FRANCE
L ESCARENE BP,BUREAU DE POSTE,10 BOULEVARD DOCTEUR ROUX,,0,06440,L ESCARENE,06057,FRANCE
FALICON AP,AGENCE POSTALE,3 PLACE DE L EGLISE,MAIRIE,0,06950,FALICON,06060,FRANCE
LEVENS BP,BUREAU DE POSTE,RUE DU DOCTEUR FARAUT,,0,06670,LEVENS,06075,FRANCE
LUCERAM AP,AGENCE POSTALE,2 PLACE DE LA LIBERATION,,0,06440,LUCERAM,06077,FRANCE
PEILLON AP,AGENCE POSTALE,750 AVENUE DE L HOTEL DE VILLE,SAINTE THECLE,0,06440,PEILLON,06092,FRANCE
SAINT ANDRE DE LA ROCHE BP,BUREAU DE POSTE,87 QUAI DE LA BANQUIERE,,0,06730,ST ANDRE DE LA ROCHE,06114,FRANCE
TOURRETTE LEVENS BP,BUREAU DE POSTE,135 ROUTE D ASPREMONT,,0,06690,TOURRETTE LEVENS,06147,FRANCE
LA TRINITE,BUREAU CENTRE,39 BOULEVARD GENERAL DE GAULLE,,0,06341,LA TRINITE CEDEX,06149,FRANCE
COLOMARS SIVOM VAL DE BANQUIERE AP,AGENCE POSTALE,1 PLACE DE LA MADONE,,0,06670,COLOMARS,06046,FRANCE
CONTES LA VERNEA AP,AGENCE POSTALE,63 RUE LUDOVIC GASIGLIA,LE FUSTIE,LA  VERNEA,06390,CONTES,06048,FRANCE
SCLOS DE CONTES AP,AGENCE POSTALE,PLACE ABBE CAUVIN,,SCLOS DE CONTES,06390,CONTES,06048,FRANCE
NICE L ARIANE BP,BUREAU DE POSTE,12 CHEMIN DU CHATEAU SAINT PIERRE,,0,06300,NICE,06088,FRANCE
LA COLLE SUR LOUP BP,BUREAU DE POSTE,44 RUE GEORGES CLEMENCEAU,,0,06480,LA COLLE SUR LOUP,06044,FRANCE
COURSEGOULES AP,AGENCE POSTALE,1 place de la Mairie,,0,06140,COURSEGOULES,06050,FRANCE
LA GAUDE BP,BUREAU DE POSTE,7 RUE LOUIS MICHEL FERAUD,,0,06610,LA GAUDE,06065,FRANCE
SAINT PAUL BP,BUREAU DE POSTE,ROND POINT SAINTE CLAIRE,,0,06570,ST PAUL,06128,FRANCE
VENCE BP,BUREAU DE POSTE,83 AVENUE VICTOR TUBY,,0,06141,VENCE CEDEX,06157,FRANCE
VILLENEUVE LOUBET,BUREAU CENTRE,1 AVENUE DES RIVES,,0,06270,VILLENEUVE LOUBET,06161,FRANCE
TOURRETTES SUR LOUP LPA AP,AGENCE POSTALE,2 PLACE MAXIMIN ESCALIER,HOTEL DE VILLE,0,06140,TOURRETTES SUR LOUP,06148,FRANCE
VILLENEUVE LOUBET FERRAYONNES AP,AGENCE POSTALE,70 AVENUE DES FERRAYONNES,,0,06270,VILLENEUVE LOUBET,06161,FRANCE
CAGNES SUR MER LITTORAL BP,BUREAU DE POSTE,6 AVENUE DE LA SERRE,,0,06800,CAGNES SUR MER,06027,FRANCE
CAGNES SUR MER RENOIR,BUREAU CENTRE,5 AVENUE DE L HOTEL DES POSTES,,0,06804,CAGNES SUR MER CEDEX,06027,FRANCE
NICE MALAUSSENA,BUREAU CENTRE,9 RUE GENERAL HOCHE,,0,06033,NICE CEDEX 1,06088,FRANCE
NICE MARTIN LUTHER KING BP,BUREAU DE POSTE,7 AVENUE MARTIN LUTHER KING,,0,06201,NICE CEDEX 3,06088,FRANCE
NICE SAINTE MARGUERITE BP,BUREAU DE POSTE,40 AVENUE SAINTE MARGUERITE,,0,06201,NICE CEDEX 3,06088,FRANCE
NICE SAINT AUGUSTIN,BUREAU CENTRE,57 ROUTE DE GRENOBLE,,0,06201,NICE CEDEX 3,06088,FRANCE
MANDELIEU LA NAPOULE BP,BUREAU DE POSTE,590 AVENUE DE CANNES,,0,06210,MANDELIEU LA NAPOULE,06079,FRANCE
CANNES RANGUIN BP,BUREAU DE POSTE,13 RUE VICTOR HUGO,,CANNES LA BOCCA,06150,CANNES,06029,FRANCE
THEOULE SUR MER AP,AGENCE POSTALE,1 AVENUE CORNICHE D OR,,0,06590,THEOULE SUR MER,06138,FRANCE
CANNES LA BOCCA,BUREAU CENTRE,78 AVENUE FRANCIS TONNER,,0,06150,CANNES LA BOCCA,06029,FRANCE
LE CANNET LES MIMOSAS BP,BUREAU DE POSTE,PLACE PIERRE SAUVAIGO,,0,06110,LE CANNET,06030,FRANCE
LE CANNET ROCHEVILLE,BUREAU CENTRE,102 BOULEVARD PAUL DOUMER,,0,06114,LE CANNET CEDEX,06030,FRANCE
VALLAURIS BP,BUREAU DE POSTE,176 BOULEVARD DU DOCTEUR JACQUES UGO,,0,06220,VALLAURIS,06155,FRANCE
LE GOLFE JUAN BP,BUREAU DE POSTE,7 AVENUE DE LA POSTE,,LE GOLFE JUAN,06220,VALLAURIS,06155,FRANCE
JUAN LES PINS,BUREAU CENTRE,1 AVENUE DU MARECHAL JOFFRE,,0,06160,JUAN LES PINS,06004,FRANCE
BEAULIEU SUR MER BP,BUREAU DE POSTE,PLACE GEORGES CLEMENCEAU,,0,06310,BEAULIEU SUR MER,06011,FRANCE
SAINT JEAN CAP FERRAT AP,AGENCE POSTALE,21 AVENUE DENIS SEMERIA,,0,06230,ST JEAN CAP FERRAT,06121,FRANCE
NICE GARIBALDI,BUREAU CENTRE,34 RUE BARBERIS,,0,06358,NICE CEDEX 4,06088,FRANCE
NICE GRIMALDI BP,BUREAU DE POSTE,20 RUE MARECHAL JOFFRE,,0,06000,NICE,06088,FRANCE
NICE NOTRE DAME,BUREAU CENTRE,4 AVENUE GEORGES CLEMENCEAU,,0,06033,NICE CEDEX 1,06088,FRANCE
NICE CAP DE CROIX BP,BUREAU DE POSTE,PLACE COMMANDANT MARCEL GEROME,,0,06188,NICE CEDEX 2,06088,FRANCE
NICE LE RAY BP,BUREAU DE POSTE,PLACE FONTAINE DU TEMPLE,,0,06188,NICE CEDEX 2,06088,FRANCE
NICE COLLINES,BUREAU CENTRE,48 AVENUE CYRILLE BESSET,,0,06188,NICE CEDEX 2,06088,FRANCE
NICE MARCHE AUX FLEURS BP,BUREAU DE POSTE,2 RUE LOUIS GASSIN,,0,06358,NICE CEDEX 4,06088,FRANCE
NICE WILSON,BUREAU CENTRE,18 RUE DE L HOTEL DES POSTES,,0,06033,NICE CEDEX 1,06088,FRANCE
NICE MAGNAN BP,BUREAU DE POSTE,46 AVENUE DE LA CALIFORNIE,LE STELLA MARIS,0,06201,NICE CEDEX 3,06088,FRANCE
NICE SAINTE HELENE,BUREAU CENTRE,180 AVENUE DE LA CALIFORNIE,,0,06201,NICE CEDEX 3,06088,FRANCE
NICE GAMBETTA BP,BUREAU DE POSTE,12 RUE BOTTERO,,0,06033,NICE CEDEX 1,06088,FRANCE
NICE ST JEAN D ANGELY BP,BUREAU DE POSTE,9 BOULEVARD SAINT ROCH,,0,06300,NICE,06088,FRANCE
NICE SAINT ROCH,BUREAU CENTRE,48 AVENUE DENIS SEMERIA,,0,06358,NICE CEDEX 4,06088,FRANCE
NICE PASTEUR BP,BUREAU DE POSTE,1 RUE JOSEPH GAZAN,,0,06033,NICE CEDEX 1,06088,FRANCE
BEAUSOLEIL BP,BUREAU DE POSTE,27 BOULEVARD DE LA REPUBLIQUE,,0,06240,BEAUSOLEIL,06012,FRANCE
EZE VILLAGE BP,BUREAU DE POSTE,6 AVENUE DU JARDIN EXOTIQUE,,0,06360,EZE,06059,FRANCE
GORBIO AP,AGENCE POSTALE,30 RUE GARIBALDI,,0,06500,GORBIO,06067,FRANCE
PEILLE AP,AGENCE POSTALE,PLACE CARNOT,,0,06440,PEILLE,06091,FRANCE
LA TURBIE BP,BUREAU DE POSTE,2 PLACE NEUVE,,0,06320,LA TURBIE,06150,FRANCE
EZE A AP,AGENCE POSTALE,22 AVENUE DE LA LIBERTE,VILLA LES PLATANES,0,06360,EZE,06059,FRANCE
LA GRAVE DE PEILLE AP,AGENCE POSTALE,730 ROUTE DES CLUES,,LES TERRASSES DE LA GRAVE,06440,PEILLE,06091,FRANCE
ROQUEBRUNE CAP MARTIN CARNOLES,BUREAU CENTRE,2 AVENUE DE LA PINEDE,,0,06190,ROQUEBRUNE CAP MARTIN,06104,FRANCE
ROQUEBRUNE ST ROMAN AP,AGENCE POSTALE,13 AVENUE DE FRANCE,agence postale communale,0,06190,ROQUEBRUNE CAP MARTIN,06104,FRANCE
AIX EN PROVENCE LA ROTONDE,BUREAU CENTRE,2 RUE LAPIERRE,SQUARE DU COLONEL MATTEI,0,13616,AIX EN PROVENCE CEDEX 1,13001,FRANCE
VAUVENARGUES BP,BUREAU DE POSTE,3 BOULEVARD DU MORALISTE,,0,13126,VAUVENARGUES,13111,FRANCE
ARLES LES LICES,BUREAU CENTRE,5 BOULEVARD DES LICES,,0,13637,ARLES CEDEX,13004,FRANCE
SAINTES MARIES DE LA MER BP,BUREAU DE POSTE,2 AVENUE LEON GAMBETTA,,0,13460,SAINTES MARIES DE LA MER,13096,FRANCE
SAINT MARTIN DE CRAU BP,BUREAU DE POSTE,3 PLACE GENERAL DE GAULLE,,0,13558,ST MARTIN DE CRAU CEDEX,13097,FRANCE
ARLES BARRIOL BP,BUREAU DE POSTE,RUE DE CALCINAIA,CENTRE COMMERCIAL BARRIOL,0,13637,ARLES CEDEX,13004,FRANCE
ARLES GRIFFEUILLE BP,BUREAU DE POSTE,4 RUE DU DOCTEUR ALBERT SCHWEITZER,,0,13637,ARLES CEDEX,13004,FRANCE
ARLES MAS THIBERT BP,BUREAU DE POSTE,1 PLACE DE LA POSTE,MAS THIBERT,0,13637,ARLES CEDEX,13004,FRANCE
RAPHELE LES ARLES BP,BUREAU DE POSTE,40 ROUTE DE LA CRAU,,0,13637,ARLES CEDEX,13004,FRANCE
ARLES LE SAMBUC BP,BUREAU DE POSTE,2 IMPASSE DE LA POSTE,,LE SAMBUC,13637,ARLES CEDEX,13004,FRANCE
ARLES TREBON BP,BUREAU DE POSTE,53 AVENUE DU PRESIDENT COTY,,0,13637,ARLES CEDEX,13004,FRANCE
AUBAGNE COQUIERES,BUREAU CENTRE,RUE DES COQUIERES,,0,13677,AUBAGNE CEDEX,13005,FRANCE
GEMENOS BP,BUREAU DE POSTE,11 COURS PASTEUR,,0,13887,GEMENOS CEDEX,13042,FRANCE
AUBAGNE LE CHARREL BP,BUREAU DE POSTE,ROND POINT GUSTAVE EIFFEL,,0,13677,AUBAGNE CEDEX,13005,FRANCE
CUGES LES PINS MAISON DU BEL AGE AP,AGENCE POSTALE,PLACE STANISLAS FABRE,MAISON DU BEL AGE,0,13780,CUGES LES PINS,13030,FRANCE
AUBAGNE AP,AGENCE POSTALE,96 RUE DE LA REPUBLIQUE,,0,13400,AUBAGNE,13005,FRANCE
BERRE L ETANG,BUREAU CENTRE,14 AVENUE ROGER SALENGRO,,0,13138,BERRE L ETANG CEDEX,13014,FRANCE
LA FARE LES OLIVIERS BP,BUREAU DE POSTE,20 COURS ARISTIDE BRIAND,,0,13580,LA FARE LES OLIVIERS,13037,FRANCE
ROGNAC BP,BUREAU DE POSTE,1 AVENUE DE VERDUN,,0,13655,ROGNAC CEDEX,13081,FRANCE
VELAUX BP,BUREAU DE POSTE,PLACE JEAN BAPTISTE COMTE,,0,13880,VELAUX,13112,FRANCE
VENTABREN BP,BUREAU DE POSTE,2 RUE DU PUITS DE LA MUSE,,0,13122,VENTABREN,13114,FRANCE
BOUC BEL AIR,BUREAU CENTRE,PLACE JEAN MOULIN,,0,13320,BOUC BEL AIR,13015,FRANCE
GARDANNE BP,BUREAU DE POSTE,RUE JULES FERRY,CITE ADMINISTRATIVE,0,13548,GARDANNE CEDEX,13041,FRANCE
MEYREUIL BP,BUREAU DE POSTE,AVENUE JEAN PIERRE GOURNES,LE PLAN LE PLAN DE MEYREUIL,0,13590,MEYREUIL,13060,FRANCE
MIMET BP,BUREAU DE POSTE,26 CHEMIN DE SAINT SEBASTIEN,,0,13105,MIMET,13062,FRANCE
SIMIANE COLLONGUE BP,BUREAU DE POSTE,PLACE DE L HOTEL DE VILLE,,0,13109,SIMIANE COLLONGUE,13107,FRANCE
GARDANNE BIVER BP,BUREAU DE POSTE,PLACE GERMINAL,,BIVER,13548,GARDANNE CEDEX,13041,FRANCE
CASSIS BP,BUREAU DE POSTE,3 RUE DE L ARENE,,0,13714,CASSIS CEDEX,13022,FRANCE
LA CIOTAT,BUREAU CENTRE,125 AVENUE MARECHAL GALLIENI,,0,13600,LA CIOTAT,13028,FRANCE
CARNOUX EN PROVENCE BP,BUREAU DE POSTE,21 AVENUE DU MARECHAL JUIN,RESIDENCE DE L ESPLANADE,ZAC DE LA GALERIE DU PARC,13716,CARNOUX EN PROVENCE CEDEX,13119,FRANCE
LA CIOTAT SAINT JEAN BP,BUREAU DE POSTE,751 AVENUE THEODORE AUBANEL,QUARTIER SAINT JEAN,0,13600,LA CIOTAT,13028,FRANCE
CEYRESTE MAISON DU BEL AGE AP,AGENCE POSTALE,7 PLACE ALBERT BLANC,MAISON DU BEL AGE,0,13600,CEYRESTE,13023,FRANCE
ROQUEFORT BEDOULE MAISON BEL AGE AP,AGENCE POSTALE,AVENUE DU DOCTEUR MICHELANGELI,MAISON DU BEL AGE,0,13830,ROQUEFORT LA BEDOULE,13085,FRANCE
LAMANON MAISON DU BEL AGE AP,AGENCE POSTALE,6 ALLEE DES ECOLES,MAISON DU BEL AGE,0,13113,LAMANON,13049,FRANCE
AUREILLE BP,BUREAU DE POSTE,6 RUE DU MISTRAL,,0,13930,AUREILLE,13006,FRANCE
ORGON AP,AGENCE POSTALE,PLACE DE LA LIBERTE,,0,13660,ORGON,13067,FRANCE
EYGUIERES,BUREAU CENTRE,16 FAUBOURG REYRE,,0,13430,EYGUIERES,13035,FRANCE
MOLLEGES BP,BUREAU DE POSTE,3 AVENUE MONTMAJOUR,,0,13940,MOLLEGES,13064,FRANCE
PLAN D ORGON BP,BUREAU DE POSTE,335 ROUTE DE CAVAILLON,,0,13750,PLAN D ORGON,13076,FRANCE
SENAS BP,BUREAU DE POSTE,29 PLACE AUGUSTE JAUBERT,,0,13560,SENAS,13105,FRANCE
CARRY LE ROUET BP,BUREAU DE POSTE,29 BOULEVARD EDMONT MONT,,0,13620,CARRY LE ROUET,13021,FRANCE
CHATEAUNEUF LES MARTIGUES BP,BUREAU DE POSTE,4 BD PIERRE ET MARIE CURIE,,0,13168,CHATEAUNEUF LES MARTIGUES CEDEX,13026,FRANCE
ENSUES LA REDONNE BP,BUREAU DE POSTE,PLACE DES MARTYRS DE CHARLEVAL,,LA REDONNE,13820,ENSUES LA REDONNE,13033,FRANCE
GIGNAC LA NERTHE,BUREAU CENTRE,ALLEE DE LA POUSSARAQUE,,LAURE,13180,GIGNAC LA NERTHE,13043,FRANCE
LE ROVE BP,BUREAU DE POSTE,1 RUE DU 23 AOUT 1944,,0,13740,LE ROVE,13088,FRANCE
SAUSSET LES PINS BP,BUREAU DE POSTE,24 RUE ADOLPHE FOUQUE,,0,13960,SAUSSET LES PINS,13104,FRANCE
CORNILLON CONFOUX AP,AGENCE POSTALE,26 PLACE BRUNO CARSIGNOL,,0,13250,CORNILLON CONFOUX,13029,FRANCE
ISTRES LES ECHOPPES,BUREAU CENTRE,ALLEE DES ECHOPPES,,0,13808,ISTRES CEDEX,13047,FRANCE
MIRAMAS BP,BUREAU DE POSTE,2 RUE DE L EGLISE,,0,13148,MIRAMAS CEDEX,13063,FRANCE
SAINT CHAMAS BP,BUREAU DE POSTE,1 BOULEVARD PASTEUR,,0,13250,ST CHAMAS,13092,FRANCE
ISTRES ARISTIDE BRIAND BP,BUREAU DE POSTE,14 AVENUE ARISTIDE BRIAND,,0,13808,ISTRES CEDEX,13047,FRANCE
ISTRES ENTRESSEN AP,AGENCE POSTALE,AVENUE DE LA CRAU,MAIRIE ANNEXE,ENTRESSEN,13118,ISTRES,13047,FRANCE
AURONS AP,AGENCE POSTALE,RUE DE LA MAIRIE,,0,13658,SALON DE PROVENCE CEDEX,13008,FRANCE
LAMBESC,BUREAU CENTRE,23 BOULEVARD DE LA REPUBLIQUE,,0,13410,LAMBESC,13050,FRANCE
LANCON PROVENCE BP,BUREAU DE POSTE,2 AVENUE SAINT CYR,,0,13680,LANCON PROVENCE,13051,FRANCE
PELISSANNE BP,BUREAU DE POSTE,80 AVENUE DU GENERAL DE GAULLE,,0,13330,PELISSANNE,13069,FRANCE
ROGNES BP,BUREAU DE POSTE,23 RUE FONTVIEILLE,,0,13840,ROGNES,13082,FRANCE
LA ROQUE D ANTHERON BP,BUREAU DE POSTE,10 RUE DU PIGEONNIER,,0,13640,LA ROQUE D ANTHERON,13084,FRANCE
SAINT CANNAT BP,BUREAU DE POSTE,13 BOULEVARD MARCEL PARRAUD,,0,13760,ST CANNAT,13091,FRANCE
MARIGNANE MARECHAL JUIN,BUREAU CENTRE,13 AVENUE DU MARECHAL JUIN,,0,13724,MARIGNANE CEDEX,13054,FRANCE
SAINT VICTORET BP,BUREAU DE POSTE,127 BOULEVARD ABBADIE,BATIMENT A LE PELICAN,0,13730,ST VICTORET,13102,FRANCE
MARSEILLE COLBERT,BUREAU CENTRE,25 RUE COLBERT,,0,13227,MARSEILLE CEDEX 01,13201,FRANCE
MARSEILLE PORTE D AIX BP,BUREAU DE POSTE,23 PLACE JULES GUESDE,THYRAPOLIS,0,13227,MARSEILLE CEDEX 01,13201,FRANCE
FOS SUR MER LES PINS BP,BUREAU DE POSTE,10 BOULEVARD DE MEGLE,,0,13270,FOS SUR MER,13039,FRANCE
PORT DE BOUC,BUREAU CENTRE,2 RUE DE LA REPUBLIQUE,,0,13528,PORT DE BOUC CEDEX,13077,FRANCE
PORT ST LOUIS DU RHONE BP,BUREAU DE POSTE,22 AVENUE DU PORT,,0,13518,PORT ST LOUIS DU RHONE CEDEX,13078,FRANCE
ARLES SALIN DE GIRAUD BP,BUREAU DE POSTE,8 BOULEVARD DE LA GARE,,SALIN DE GIRAUD,13129,ARLES,13004,FRANCE
AURIOL BP,BUREAU DE POSTE,CHEMIN DU CIMETIERE,IMMEUBLE L AGORA,0,13390,AURIOL,13007,FRANCE
BELCODENE AP,AGENCE POSTALE,AVENUE STE VICTOIRE,,0,13720,BELCODENE,13013,FRANCE
LA BOUILLADISSE BP,BUREAU DE POSTE,BOULEVARD FRANCIS CAPUANO,,0,13720,LA BOUILLADISSE,13016,FRANCE
LA DESTROUSSE BP,BUREAU DE POSTE,50 AVENUE DU MISTRAL,,0,13112,LA DESTROUSSE,13031,FRANCE
